	id	age	income	children	gender	region	married	car	savings_acct	current_acct	mortgage	pep	income_znorm	age_bins	income_norm	age_norm	children_norm	FEMALE	MALE	INNER_CITY	RURAL	SUBURBAN	TOWN	MARRIED_NO	MARRIED_YES	CAR_NO	CAR_YES	SAVINGS_NO	SAVINGS_YES	CURRENT_NO	CURRENT_YES	MORTGAGE_NO	MORTGAGE_YES	PEP_NO	PEP_YES	young	mid	old
258	ID12359	38	21495.6	3	FEMALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.46733951368179144	mid	0.2835952439169391	0.40816326530612246	1.0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0
259	ID12360	36	12166.9	0	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.190524363038656	mid	0.12307632215561011	0.3673469387755102	0.0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0
260	ID12361	22	17180.2	0	MALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.8018804356660563	young	0.20934016497037217	0.08163265306122448	0.0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
261	ID12362	40	28882.3	1	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.10529649420187427	mid	0.41069817566245653	0.4489795918367347	0.3333333333333333	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0
262	ID12363	40	21612.2	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.4583003813873654	mid	0.28560157987772367	0.4489795918367347	0.0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0
263	ID12364	60	46358.4	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.4600887745673596	mid	0.7114093925086582	0.8571428571428571	0.0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0
264	ID12365	23	19166.0	0	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.6479361053892909	young	0.243509821496324	0.10204081632653061	0.0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0
265	ID12366	21	17921.8	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.7443896937316978	young	0.22210087464891273	0.061224489795918366	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0
266	ID12367	58	33229.0	0	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.4422638727969072	mid	0.4854918336448087	0.8163265306122449	0.0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0
267	ID12368	48	30396.1	0	FEMALE	SUBURBAN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.22265016887856245	mid	0.43674612915675903	0.6122448979591837	0.0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0
268	ID12369	63	34625.2	0	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.5505008926037455	old	0.5095162441803782	0.9183673469387755	0.0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1
269	ID12370	20	16672.8	3	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.8412153904361394	young	0.20060933421134908	0.04081632653061224	1.0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0
270	ID12371	67	60747.5	2	FEMALE	SUBURBAN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	2.5755688645992887	old	0.9590026066881192	1.0	0.6666666666666666	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1
271	ID12372	62	56394.3	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.238097589264001	old	0.8840971032191025	0.8979591836734694	0.0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1
272	ID12373	36	13236.4	0	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.107613968622803	mid	0.1414792064614342	0.3673469387755102	0.0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
273	ID12374	31	28409.4	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.06863606828391575	young	0.40256098633265364	0.2653061224489796	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0
274	ID12375	42	27056.5	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.03624422400706833	mid	0.3792816388082502	0.4897959183673469	0.0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
275	ID12376	18	9362.58	0	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-1.4079224717513856	young	0.074822393668926	0.0	0.0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0
276	ID12377	46	28702.7	1	FEMALE	SUBURBAN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.09137343965574331	mid	0.4076077988309222	0.5714285714285714	0.3333333333333333	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0
277	ID12378	25	22366.1	1	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.3998561117752931	young	0.29857393563102963	0.14285714285714285	0.3333333333333333	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0
278	ID12379	65	24477.5	0	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	-0.23617494602528671	old	0.33490479109930177	0.9591836734693877	0.0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1
279	ID12380	40	36972.4	1	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.732461881638706	mid	0.5499045097648854	0.4489795918367347	0.3333333333333333	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0
280	ID12381	32	22327.8	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.4028252264140281	young	0.2979149076096056	0.2857142857142857	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0
281	ID12382	18	15610.2	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.9235908790815673	young	0.18232517819136904	0.0	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
282	ID12383	64	54314.5	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	2.0768661368973893	old	0.8483099888860001	0.9387755102040817	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1
283	ID12384	43	39175.8	3	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.9032751243277105	mid	0.5878184090444112	0.5102040816326531	1.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0
284	ID12385	22	13739.0	3	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.0686511222147548	young	0.15012744363030492	0.08163265306122448	1.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
285	ID12386	25	9485.84	0	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.3983670391046368	young	0.07694332823604698	0.14285714285714285	0.0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0
286	ID12387	39	24675.7	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.2208099715762712	mid	0.33831521809267656	0.42857142857142855	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
287	ID12388	58	28253.6	3	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.05655805103287309	mid	0.3998801360522914	0.8163265306122449	1.0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0
288	ID12389	33	14136.5	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.0378358984837575	young	0.15696722531479773	0.30612244897959184	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0
289	ID12390	52	37162.1	1	FEMALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.7471679141966181	mid	0.5531686772756986	0.6938775510204082	0.3333333333333333	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
290	ID12391	23	13519.2	0	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-1.0856905842929263	young	0.14634534548124448	0.10204081632653061	0.0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0
291	ID12392	44	39253.6	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	0.9093063806956889	mid	0.5891571134847974	0.5306122448979592	0.0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0
292	ID12393	51	46323.8	2	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	1.457406493457693	mid	0.7108140303796432	0.673469387755102	0.6666666666666666	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
293	ID12394	26	20950.7	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.5095815650302702	young	0.2742191507348507	0.16326530612244897	0.0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
294	ID12395	42	22495.7	0	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	-0.3898091860003565	mid	0.3008039625651436	0.4897959183673469	0.0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0
295	ID12396	34	32548.9	0	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.38954076925111814	young	0.47378935434009534	0.32653061224489793	0.0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0
296	ID12397	54	24583.4	2	FEMALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.2279653052878964	mid	0.3367270121820384	0.7346938775510204	0.6666666666666666	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0
297	ID12398	18	8639.24	2	MALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.4639976514585042	young	0.06237588377292337	0.0	0.6666666666666666	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0
298	ID12399	47	17139.5	2	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.8050356044858088	mid	0.20863984015387188	0.5918367346938775	0.6666666666666666	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0
299	ID12400	24	13667.7	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.0741784818424782	young	0.14890058467658332	0.12244897959183673	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
300	ID12401	19	8162.42	1	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.5009619658721245	young	0.0541712430111627	0.02040816326530612	0.3333333333333333	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0
301	ID12402	37	15349.6	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.9437932622370336	mid	0.17784103452601344	0.3877551020408163	0.0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0
302	ID12403	45	29231.4	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	0.13235962528235526	mid	0.41670513864624636	0.5510204081632653	0.0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0
303	ID12404	49	41462.3	3	MALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.0805304930344404	mid	0.6271622098534498	0.6326530612244898	1.0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0
304	ID12405	67	57398.1	3	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.3159147504745037	old	0.9013694877597159	1.0	1.0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1
305	ID12406	35	11520.8	0	FEMALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.2406116990200329	young	0.11195888078114263	0.3469387755102041	0.0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0
306	ID12407	63	52117.3	2	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.9065335341760132	old	0.8105027729937544	0.9183673469387755	0.6666666666666666	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1
307	ID12408	38	26281.4	0	MALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.09633197221812718	mid	0.3659444946984379	0.40816326530612246	0.0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0
308	ID12409	48	25683.4	2	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.1426904723216148	mid	0.35565470992528897	0.6122448979591837	0.6666666666666666	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0
309	ID12410	28	11920.7	1	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.209610421108018	young	0.11883995926071167	0.20408163265306123	0.3333333333333333	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0
310	ID12411	46	30658.7	0	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.24300759718487674	mid	0.4412646868180114	0.5714285714285714	0.0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
311	ID12412	66	36646.4	1	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.707189522050517	old	0.5442950284337038	0.9795918367346939	0.3333333333333333	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1
312	ID12413	61	30760.4	2	FEMALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.2508916431054867	old	0.4430146385093647	0.8775510204081632	0.6666666666666666	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1
313	ID12414	18	16109.9	2	FEMALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.8848528481422484	young	0.19092351506618926	0.0	0.6666666666666666	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0
314	ID12415	54	18036.7	0	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.7354823498154925	mid	0.224077958713185	0.7346938775510204	0.0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0
315	ID12416	45	42628.3	0	MALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.1709218159786987	mid	0.6472255694612954	0.5510204081632653	0.0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0
316	ID12417	60	22110.1	2	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.41970189108380956	mid	0.2941689441562368	0.8571428571428571	0.6666666666666666	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0
317	ID12418	45	37689.1	1	FEMALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.7880223114450093	mid	0.5622367651945105	0.5510204081632653	0.3333333333333333	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0
318	ID12419	31	23171.8	2	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.337396172756263	young	0.3124376138780633	0.2653061224489796	0.6666666666666666	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0
319	ID12420	39	21951.3	0	MALE	SUBURBAN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.43201247606112364	mid	0.29143647288202934	0.42857142857142855	0.0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0
320	ID12421	53	38103.4	2	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.8201399144431282	mid	0.5693656244445366	0.7142857142857143	0.6666666666666666	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0
321	ID12422	35	22882.9	0	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_YES	-0.35979244479622535	young	0.3074665121707678	0.3469387755102041	0.0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0
322	ID12423	25	11043.7	1	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	-1.2775977197547717	young	0.10374942205995642	0.14285714285714285	0.3333333333333333	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0
323	ID12424	32	24027.6	0	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.271052352708496	young	0.3271633627223123	0.2857142857142857	0.0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0
324	ID12425	36	28495.1	0	MALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.07527975299774309	mid	0.4040356260568323	0.3673469387755102	0.0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
325	ID12426	24	9465.21	0	FEMALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	-1.3999663298356317	young	0.07658834786837126	0.12244897959183673	0.0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0
326	ID12427	39	34852.3	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	0.5681062694825119	mid	0.5134239534144621	0.42857142857142855	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0
327	ID12428	24	21268.4	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.4849526428180995	young	0.2796858139830604	0.12244897959183673	0.0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0
328	ID12429	57	50849.2	1	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	1.808227156280975	mid	0.7886825788953761	0.7959183673469388	0.3333333333333333	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0
329	ID12430	27	18555.9	3	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.6952326286554076	young	0.2330118320479993	0.1836734693877551	1.0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0
330	ID12431	66	52769.9	3	FEMALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.9571247668976455	old	0.8217320598548865	0.9795918367346939	1.0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
331	ID12432	18	11601.4	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.234363379440867	young	0.11334576481578446	0.0	0.6666666666666666	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0
332	ID12433	33	29541.7	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	0.156414880436389	young	0.42204447010963786	0.30612244897959184	0.0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0
333	ID12434	48	17861.0	2	MALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.7491030663174705	mid	0.22105468917364943	0.6122448979591837	0.6666666666666666	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
334	ID12435	23	21042.0	1	FEMALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.5025037538940689	young	0.27579014964754045	0.10204081632653061	0.3333333333333333	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0
335	ID12436	44	26688.1	1	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	-0.06480354079323039	mid	0.37294258076405606	0.5306122448979592	0.3333333333333333	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0
336	ID12437	39	26900.6	2	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_NO	-0.048329993515653265	mid	0.37659906782809316	0.42857142857142855	0.6666666666666666	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	0
337	ID12438	65	38080.9	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	0.8183956564960906	old	0.5689784669906974	0.9591836734693877	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1
338	ID12439	60	37554.1	2	MALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.7775567637627839	mid	0.5599138204714752	0.8571428571428571	0.6666666666666666	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
339	ID12440	20	18184.6	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.724016760910299	young	0.22662287370975476	0.04081632653061224	0.0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0
340	ID12441	45	28864.9	0	FEMALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.10394760138949871	mid	0.4103987738981542	0.5510204081632653	0.0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
341	ID12442	66	48346.1	1	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	1.61418039773743	old	0.7456117423307119	0.9795918367346939	0.3333333333333333	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1
342	ID12443	64	53104.3	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	1.983048316119395	old	0.8274860799688347	0.9387755102040817	0.0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1
343	ID12444	51	19416.8	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.6284934434729788	mid	0.24782533658178513	0.673469387755102	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
344	ID12445	34	23638.1	2	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.30124739583610205	young	0.3204612370214067	0.32653061224489793	0.6666666666666666	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
